ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"62.201.252.158","elite","AS44217","IQ","IQ Networks","77","Networks Ftth","5678","socks4","1473","1","2023-01-25T14:09:16.708Z","91","828","908"
"103.240.33.153","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","198","Vihaan","8291","socks4","1352","1","2023-01-25T14:09:16.663Z","98","856","871"
"142.93.108.171","anonymous","AS14061","DE","DigitalOcean, LLC","31","DigitalOcean, LLC","3128","http","1477","772","2023-01-25T14:09:16.709Z","100","804","804"
"37.131.165.19","elite","AS35745","PL","KSU Provector Network","38","N/A","59341","socks4","1457","1","2023-01-25T14:09:16.224Z","100","804","804"
"5.44.54.16","anonymous","AS21353","RU","JSC \"ER-Telecom Holding\"","67","Enforta-KGD","8080","http","1317","886","2023-01-25T14:09:15.772Z","97","770","791"
"1.0.136.138","elite","AS23969","TH","TOT Public Company Limited","151","TOT Public Company Limited","4145","socks4","1514","1","2023-01-25T14:09:15.793Z","38","323","843"
"103.240.33.185","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","195","Vihaan","8291","socks4","1272","1","2023-01-25T14:09:15.367Z","99","861","873"
"1.53.137.84","elite","AS18403","VN","FPT Telecom Company","199","Vietnam Internet Network Information Center","4145","socks4","1371","4","2023-01-25T14:09:15.770Z","97","814","835"
"94.228.35.219","elite","AS31463","GB","4D Data Centres Ltd","10","4DDATACENTRES","80","socks4","1482","1","2023-01-25T14:09:15.794Z","100","884","884"
"43.240.192.185","elite","AS55994","CN","Shanghai ruisu Network Technology Co., Ltd","205","Shanghai ruisu Network Technology Co., Ltd","1088","socks5","1367","1","2023-01-25T14:09:15.795Z","98","819","833"
"87.236.232.231","elite","AS35656","JO","Jordanian Universities Network L.L.C.","81","N/A","8080","socks5","1322","1","2023-01-25T14:09:15.366Z","100","894","894"
"104.17.197.90","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","1463","4","2023-01-25T14:09:15.789Z","100","792","792"
"81.184.13.123","elite","AS6739","ES","Ono","35","AUNA - CTC, Internet de Banda Ampla, CableModem","80","socks4","1310","1","2023-01-25T14:09:15.366Z","98","831","847"
"37.59.98.31","elite","AS16276","FR","OVH ISP","5","VPS static ips","9050","socks5","1348","1","2023-01-25T14:09:15.770Z","99","902","910"
"110.77.149.50","elite","AS131090","TH","CAT-BB","217","N/A","5678","socks4","1202","1","2023-01-25T14:09:14.428Z","98","883","899"
"103.47.93.199","elite","AS134058","IN","Broban Internet Services Pvt.ltd","216","Broban  PVT Ltd.","1080","socks4","1269","1","2023-01-25T14:09:14.031Z","100","891","894"
"124.217.251.187","elite","AS45839","MY","Shinjiru Technology Sdn Bhd","167","Shinjiru Technology Sdn Bhd","50727","socks5","1423","1","2023-01-25T14:09:14.479Z","100","905","908"
"93.105.171.133","elite","AS29314","PL","Vectra S.A","46","Core Net. Broadband","4153","socks4","1246","1","2023-01-25T14:09:14.428Z","100","908","910"
"129.226.208.98","elite","AS132203","SG","Tencent Cloud Computing (Beijing) Co","242","Aceville Pte.ltd","443","socks5","1285","1","2023-01-25T14:09:14.048Z","81","701","864"
"66.29.129.52","elite","AS22612","US","Namecheap, Inc.","133","Namecheap, Inc.","14924","socks4","1261","1","2023-01-25T14:09:14.427Z","100","889","892"
"139.255.86.226","elite","AS9905","ID","PT. LINKNET","188","N/A","5678","socks4","1392","1","2023-01-25T14:09:14.924Z","98","893","909"
"202.137.17.151","elite","AS9905","ID","LINKNET","175","N/A","5678","socks4","1243","1","2023-01-25T14:09:14.895Z","100","848","852"
"111.72.185.78","elite","AS4134","CN","Chinanet","232","Chinanet JX","44844","socks4","1408","1","2023-01-25T14:09:14.480Z","59","467","789"
"115.127.75.26","elite","AS24342","BD","BRACNet Limited","182","bracNet","7777","socks4","1341","1","2023-01-25T14:09:14.930Z","96","878","910"
"177.105.67.205","elite","AS262637","BR","Netprimus Tecnologia Ltda","192","Refrescos Guararapes Ltda","4153","socks4","1288","1","2023-01-25T14:09:14.894Z","100","908","910"
"103.76.190.81","elite","AS135758","IN","Alacriy Net System Service Private Limited","167","Alacriy Net System Service Private Limited","4153","socks4","1276","1","2023-01-25T14:09:14.895Z","99","841","847"
"118.67.223.4","elite","AS58923","BD","InterCloud Limited","185","InterCloud ltd","5678","socks4","1213","1","2023-01-25T14:09:14.428Z","100","855","857"
"168.205.218.61","elite","AS264869","BR","SPEED MAX TELECOMUNICAÇÕES LTDA ME","229","SPEED MAX TELECOMUNICAÇÕES LTDA ME","4145","socks4","1439","1","2023-01-25T14:09:14.925Z","77","646","835"
"195.138.65.34","elite","AS6876","UA","TENET Scientific Production Enterprise LLC","51","Tenet","5678","socks4","1364","1","2023-01-25T14:09:14.030Z","97","805","834"
"115.42.64.40","elite","AS132165","PK","Connect Communication","145","Connect Communication","5678","socks4","1298","1","2023-01-25T14:09:14.892Z","94","859","909"
"43.153.174.4","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","243","Tencent Cloud Computing","443","socks5","1397","1","2023-01-25T14:09:14.928Z","29","252","866"
"178.212.48.23","elite","AS197025","PL","Lubuskie Sieci Swiatlowodowe Sp. z o. o.","35","Lubuskie Sieci Swiatlowodowe Sp. z o. o","1080","socks4","1351","1","2023-01-25T14:09:14.031Z","99","834","846"
"172.67.250.212","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","1383","1","2023-01-25T14:09:14.473Z","100","856","856"
"154.79.244.38","elite","AS36926","KE","Airtel KE Mobile & Fixed Internet","168","N/A","10801","socks4","1316","1","2023-01-25T14:09:14.031Z","64","576","899"
"221.229.252.98","elite","AS4134","CN","Chinanet","223","XuZhou YunQuanShanZhuang CORP","9797","socks4","1367","1","2023-01-25T14:09:14.930Z","97","866","896"
"190.109.72.248","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","186","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","1316","1","2023-01-25T14:09:13.579Z","99","883","894"
"138.219.201.242","elite","AS263943","BR","Malta E Carvalho Ltda - EPP","350","Malta E Carvalho Ltda - EPP","5678","socks4","1238","1","2023-01-25T14:09:13.583Z","99","785","793"
"75.119.203.97","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks5","1333","1","2023-01-25T14:09:13.144Z","100","890","890"
"67.180.167.174","elite","AS7922","US","Comcast Cable Communications, LLC","157","Comcast Cable Communications, Inc","8080","socks4","1352","1","2023-01-25T14:09:13.143Z","100","874","874"
"220.247.174.42","elite","AS9341","ID","PT Indonesia Comnets Plus","211","Iconpln","5678","socks4","1201","1","2023-01-25T14:09:13.174Z","97","879","910"
"203.114.65.85","elite","AS7611","PH","W Network Inc.","195","W NETWORK Inc","1337","socks4","1254","1","2023-01-25T14:09:13.172Z","99","852","857"
"173.195.27.155","elite","AS11976","US","Fidelity Communication International Inc.","115","Fidelity Communication International Inc.","10091","socks4","1354","1","2023-01-25T14:09:13.578Z","100","888","888"
"174.75.211.194","elite","AS22773","US","Cox Communications Inc.","163","Cox Communications","4145","socks4","1292","1","2023-01-25T14:09:13.579Z","86","709","823"
"93.103.8.183","elite","AS34779","SI","T-2 d.o.o.","35","N/A","4153","socks4","1343","1","2023-01-25T14:09:13.143Z","97","872","899"
"203.205.35.201","elite","AS45903","VN","CMC Telecom Infrastructure Company","215","CMC Telecom Infrastructure Company","4145","socks4","1282","1","2023-01-25T14:09:13.580Z","99","836","844"
"191.6.133.21","elite","AS263305","BR","NET.COM TELECOMUNICACOES EIRELI","173","RCS TELECOMUNICACOES LTDA","4145","socks4","1270","1","2023-01-25T14:09:13.581Z","98","870","892"
"188.121.123.124","elite","AS202468","IR","Noyan Abr Arvan Co. ( Private Joint Stock)","138","Noyan Abr Arvan Co. ( Private Joint Stock)","1080","socks5","1260","1","2023-01-25T14:09:13.610Z","84","669","800"
"68.183.230.116","elite","AS14061","SG","DigitalOcean, LLC","178","DigitalOcean, LLC","35191","socks5","1248","1","2023-01-25T14:09:13.610Z","100","792","794"
"37.139.26.54","elite","AS14061","NL","DigitalOcean, LLC","13","Digital Ocean","3128","http","1381","798","2023-01-25T14:09:13.581Z","100","868","868"
"94.139.170.82","elite","AS206065","IR","Farabord Dadeh Haye Iranian Co.","140","FDI LTE Static","33848","socks4","1340","1","2023-01-25T14:09:13.608Z","99","903","910"
"122.112.209.105","elite","AS55990","CN","Huawei Cloud Service data center","198","Huawei Cloud Service","2080","socks4","1265","1","2023-01-25T14:09:13.604Z","97","879","910"
"122.52.62.154","anonymous","AS9299","PH","Philippine Long Distance Telephone Co.","200","Philippine Long Distance Telephone Company","8181","http","1270","819","2023-01-25T14:09:13.583Z","100","790","791"
"140.250.93.245","elite","AS4134","CN","Chinanet","181","Chinanet SD","1080","socks4","1298","1","2023-01-25T14:09:13.609Z","90","757","845"
"213.14.72.135","elite","AS34984","TR","Tellcom Main Network Statement","82","N/A","1080","socks4","1328","1","2023-01-25T14:09:13.578Z","99","786","795"
"66.98.0.107","elite","AS6400","DO","Compañía Dominicana de Teléfonos S. A.","133","Embajada De Qatar","4673","socks4","1374","1","2023-01-25T14:09:13.142Z","100","818","819"
"177.36.185.181","elite","AS53062","BR","Ggnet Telecom Backbone","241","Ggnet Telecom Backbone","5678","socks4","1302","1","2023-01-25T14:09:13.144Z","100","832","834"
"43.153.174.16","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","252","Tencent Cloud Computing","80","socks5","1214","1","2023-01-25T14:09:13.173Z","80","662","831"
"89.41.106.8","elite","AS8926","MD","JSC \"Moldtelecom\" S.A","47","JSC Moldtelecom S.A.","4145","socks4","1280","1","2023-01-25T14:09:13.581Z","98","814","829"
"103.235.66.198","elite","AS63490","ID","PT Artha Media Lintas Nusa","195","N/A","5678","socks4","1226","1","2023-01-25T14:09:13.167Z","99","863","871"
"41.242.76.20","elite","AS37605","NG","General Telecommunication Networks Limited","125","General Telecommunication Networks Limited","5678","socks4","1301","1","2023-01-25T14:09:12.331Z","33","303","909"
"192.169.197.146","elite","AS26496","US","GoDaddy.com, LLC","144","GoDaddy.com, LLC","55137","socks5","1330","1","2023-01-25T14:09:12.331Z","97","762","789"
"114.99.1.157","elite","AS4134","CN","Chinanet","230","Chinanet AH","8004","socks4","1286","1","2023-01-25T14:09:12.332Z","67","567","847"
"84.236.32.196","elite","AS20845","HU","DIGI Tavkozlesi es Szolgaltato Kft.","27","Digi","8080","socks4","1358","1","2023-01-25T14:09:12.708Z","68","587","865"
"192.111.139.165","elite","AS46562","US","Performive LLC","132","Total Server Solutions L.L.C.","4145","socks5","1340","1","2023-01-25T14:09:12.739Z","95","753","794"
"201.236.203.180","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P.","162","EPM Telecomunicaciones S.A. E.S.P.","4153","socks4","1394","1","2023-01-25T14:09:12.708Z","98","893","909"
"36.66.203.163","elite","AS7713","ID","PT. Telekomunikasi Indonesia","236","N/A","5678","socks4","1311","1","2023-01-25T14:09:11.140Z","98","888","908"
"103.111.55.58","elite","AS9341","ID","PT Indonesia Comnets Plus","251","N/A","1133","socks4","1280","2","2023-01-25T14:09:11.158Z","96","841","876"
"119.235.50.38","elite","AS45582","IN","VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA","195","Vainavi Industries Ltd","4153","socks4","1429","1","2023-01-25T14:09:11.137Z","100","789","792"
"79.63.3.243","elite","AS3269","IT","Telecom Italia S.p.A","62","INTERBUSINESS","5678","socks4","1388","1","2023-01-25T14:09:11.138Z","74","627","848"
"93.175.194.154","elite","AS47702","UA","Teleradiocompany Discovery Ltd","36","Discovery Ltd","3629","socks4","1448","1","2023-01-25T14:09:11.137Z","100","908","910"
"36.93.157.49","elite","AS7713","ID","Telekomunikasi Indonesia","182","HSI Indihome","5678","socks4","1335","1","2023-01-25T14:09:11.155Z","93","807","867"
"92.45.51.214","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","68","Telekom19 Telekominikasyon Teknoloji Bilisim Hizmetleri Sanayi VE Ticaret Ltd.","1080","socks4","1333","1","2023-01-25T14:09:11.977Z","100","901","903"
"80.92.227.185","elite","AS1820","UA","WNET TELECOM USA Corp.","50","Wnet LLC","5678","socks4","1323","1","2023-01-25T14:09:11.570Z","94","746","794"
"51.68.89.25","elite","AS16276","FR","OVH SAS","7","OVH","58481","socks5","1340","1","2023-01-25T14:09:11.954Z","100","871","871"
"36.89.85.249","elite","AS7713","ID","PT. Telekomunikasi Indonesia","175","Telekomunikasi Indonesia","5678","socks4","1417","1","2023-01-25T14:09:11.138Z","89","809","908"
"1.20.169.88","elite","AS23969","TH","TOT Public Company Limited","152","TOT Mobile Co LTD","4153","socks4","1298","1","2023-01-25T14:09:11.978Z","86","774","896"
"202.162.197.155","elite","AS23679","ID","Media Antar Nusa PT.","166","Nusanet","5678","socks4","1371","1","2023-01-25T14:09:11.953Z","98","786","804"
"46.0.126.10","elite","AS34533","RU","JSC \"ER-Telecom Holding\"","87","CJSC \"ER-Telecom Holding\" Samara Branch","41890","socks4","1363","1","2023-01-25T14:09:11.138Z","96","876","908"
"46.167.238.54","elite","AS16019","CZ","UPC Czech","27","Tkom Plus sro, customers space","5678","socks5","1384","1","2023-01-25T14:09:11.953Z","99","825","831"
"181.209.106.187","elite","AS52361","AR","ARSAT - Empresa Argentina de Soluciones Satelitales S.A","384","AYD.com S.R.L","1080","socks4","1303","1","2023-01-25T14:09:11.565Z","99","902","909"
"217.115.115.247","elite","AS30900","IE","Sternforth Ltd.","22","Webworld","56792","socks5","1312","1","2023-01-25T14:09:11.158Z","92","837","909"
"80.210.56.169","elite","AS58224","IR","TIC","85","Telecommunication Company of Tehran","4153","socks4","1363","1","2023-01-25T14:09:11.569Z","79","721","908"
"162.19.7.56","elite","AS16276","FR","OVH SAS","5","OVH","16699","socks5","1383","1","2023-01-25T14:09:11.547Z","100","876","877"
"181.78.24.27","elite","AS52468","CO","IFX Networks Argentina S.R.L","170","UFINET COLOMBIA, S. A","5678","socks4","1314","1","2023-01-25T14:09:11.549Z","100","906","910"
"103.210.29.113","elite","AS134922","IN","R G TECHNOSOLUTIONS PVT LTD","145","R G Technosolutions PVT LTD","31433","socks4","1374","14","2023-01-25T14:09:11.548Z","100","892","893"
"157.90.206.227","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner","1080","socks5","1422","1","2023-01-25T14:09:11.546Z","84","766","910"
"104.20.205.191","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","1417","1","2023-01-25T14:09:11.153Z","100","898","899"
"51.38.32.142","elite","AS16276","FR","OVH SAS","5","OVH","43478","socks5","1289","2","2023-01-25T14:09:11.978Z","100","886","886"
"202.46.36.196","elite","AS24413","CN","263 Shanghai Communications Ltd.","189","Sunrise","10800","socks5","1292","1","2023-01-25T14:09:11.570Z","75","664","887"
"201.251.155.249","elite","AS22927","AR","Telefonica de Argentina","270","Cooperativa Telefonica OYIKIL LTDA","5678","socks4","1328","1","2023-01-25T14:09:11.549Z","99","785","789"
"185.25.119.98","elite","AS200000","UA","Hosting Ukraine LTD","42","new Hosting","43725","socks5","1323","4","2023-01-25T14:09:10.761Z","100","852","852"
"2.135.223.134","elite","AS9198","KZ","JSC Kazakhtelecom","101","Legion","5678","socks4","1516","1","2023-01-25T14:09:10.338Z","93","784","847"
"183.89.40.224","elite","AS45629","TH","Triple T Broadband Public Company Limited","150","Triple T Broadband Public Company Limited","1080","socks4","1421","1","2023-01-25T14:09:10.732Z","100","908","909"
"154.197.128.161","elite","AS135097","HK","LUOGELANG (FRANCE) LIMITED","141","Shenzhen Jizhan Technology Co., Ltd.","3128","socks5","1361","1","2023-01-25T14:09:10.379Z","100","802","805"
"103.79.152.204","elite","AS131111","ID","MORATELINDO","163","Moratelindo","5678","socks4","1500","1","2023-01-25T14:09:10.339Z","99","844","853"
"178.134.79.250","elite","AS35805","GE","JSC \"Silknet\"","91","Silknet - 6","5678","socks4","1451","1","2023-01-25T14:09:10.339Z","100","894","895"
"185.169.181.10","elite","AS34984","TR","Ates Dc","58","Ibrahim MALA trading as Ates Dc","4145","socks4","1410","1","2023-01-25T14:09:10.733Z","100","889","890"
"37.99.224.225","elite","AS48500","IT","INC-LOW","34","N/A","7497","socks5","1406","1","2023-01-25T14:09:10.379Z","98","842","858"
"23.227.38.230","elite","AS13335","CA","Cloudflare, Inc.","1","Shopify, Inc.","80","socks4","1406","1","2023-01-25T14:09:10.375Z","100","893","894"
"147.139.133.15","elite","AS45102","ID","Alibaba.com LLC","194","ALICLOUD-ID","61524","socks5","1290","1","2023-01-25T14:09:10.766Z","100","891","894"
"38.127.179.26","elite","AS174","US","Cogent Communications","84","Torlandia Trading SRL","42908","socks4","1422","1","2023-01-25T14:09:10.378Z","100","830","833"
"210.2.149.91","elite","AS23966","PK","LINKdotNET Telecom Limited","152","Dancom ISB","5678","socks4","1369","1","2023-01-25T14:09:10.759Z","98","835","849"
"217.70.28.188","elite","AS29319","RU","Informational-measuring systems","47","Informational-measuring systems Ltd.","8080","http","1569","972","2023-01-25T14:09:09.912Z","100","789","792"
"104.21.31.189","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","1491","1","2023-01-25T14:09:09.515Z","100","864","864"
"103.251.221.33","elite","AS58972","IN","BHOMIKA","139","Bhomika","4145","socks4","1557","1","2023-01-25T14:09:09.494Z","100","904","906"
"177.86.64.89","elite","AS262623","BR","claudio jose lara -me","196","claudio jose lara -me","3629","socks4","1543","1","2023-01-25T14:09:09.495Z","99","904","909"
"38.127.173.249","elite","AS174","US","Cogent Communications","83","Torlandia Trading SRL","55994","socks5","1468","1","2023-01-25T14:09:09.118Z","100","821","821"
"110.78.149.121","elite","AS131090","TH","CAT-BB","185","N/A","4145","socks4","1566","1","2023-01-25T14:09:09.910Z","86","785","910"
"190.181.140.90","elite","AS52242","NI","Yota De Nicaragua","148","Yota De Nicaragua","5678","socks4","1527","1","2023-01-25T14:09:09.495Z","81","697","857"
"177.105.68.182","elite","AS262637","BR","Netprimus Tecnologia Ltda","189","Netprimus Tecnologia Ltda","4153","socks4","1427","1","2023-01-25T14:09:09.497Z","100","848","850"
"197.157.195.37","elite","AS37429","BI","Spidernet Network","217","Spidernet Sprl Burundi","6699","socks4","1486","1","2023-01-25T14:09:09.114Z","67","586","871"
"103.114.35.5","elite","AS137360","ID","Universitas Muhammadiyah Surabaya","181","Universitas Muhammadiyah Surabaya","3629","socks4","1497","1","2023-01-25T14:09:09.512Z","98","837","857"
"63.250.53.181","anonymous","AS29802","GB","HIVELOCITY, Inc.","27","Strasmore, Inc.","3128","http","1481","864","2023-01-25T14:09:09.940Z","99","856","866"
"54.37.75.103","elite","AS16276","DE","OVH SAS","14","OVH GmbH","11419","socks4","1432","1","2023-01-25T14:09:09.120Z","100","835","835"
"157.230.8.196","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","7497","socks5","1354","1","2023-01-25T14:09:09.939Z","100","871","874"
"190.120.248.65","elite","AS264628","VE","CORPORACION FIBEX TELECOM, C.A.","142","TV Cable Litoral C.A","4145","socks4","1529","2","2023-01-25T14:09:09.093Z","100","908","908"
"115.248.66.131","anonymous","AS18101","IN","Reliance Communications Limited","147","Reliance Communications Limited","3129","http","1374","2857","2023-01-25T14:09:09.908Z","100","794","794"
"178.33.132.215","elite","AS16276","GB","OVH ISP","27","VPSGroups Inc","9999","socks4","1453","1","2023-01-25T14:09:09.119Z","90","779","869"
"66.29.128.244","elite","AS22612","US","Namecheap, Inc.","134","Namecheap, Inc.","10995","socks4","1557","1","2023-01-25T14:09:09.092Z","100","895","896"
"45.56.112.189","elite","AS63949","US","Linode, LLC","110","Linode","7497","socks5","1442","1","2023-01-25T14:09:09.119Z","100","845","847"
"190.180.35.150","elite","AS25620","BO","Cotas Ltda.","217","Cablemodem-ip-dinamica - Generico IP Cmts HMC","5678","socks4","1493","1","2023-01-25T14:09:09.495Z","99","866","875"
"177.105.68.35","elite","AS262637","BR","Netprimus Tecnologia Ltda","188","Netprimus Tecnologia Ltda","4153","socks4","1541","1","2023-01-25T14:09:09.910Z","100","865","869"
"5.190.229.170","elite","AS58224","IR","Iran Telecommunication Company PJS","163","N/A","8080","socks4","1402","1","2023-01-25T14:09:09.932Z","90","717","801"
"177.87.223.194","elite","AS262907","BR","BRASIL TECNOLOGIA E PARTICIPACOES S/A","332","BRASIL TECNOLOGIA E PARTICIPACOES S/A","49233","socks4","1411","1","2023-01-25T14:09:09.115Z","92","728","792"
"190.61.43.58","elite","AS52468","CO","Ufinet Colombia","151","SOLINGWEB.NET","8080","socks4","1581","1","2023-01-25T14:09:09.909Z","99","838","849"
"143.202.227.51","elite","AS262346","BR","FP Telecomunicacoes Ltda","205","FP Telecomunicacoes Ltda","4145","socks4","1462","1","2023-01-25T14:09:08.666Z","74","600","813"
"177.105.68.157","elite","AS262637","BR","Netprimus Tecnologia Ltda","191","Netprimus Tecnologia Ltda","4153","socks4","1503","1","2023-01-25T14:09:08.216Z","100","859","862"
"186.251.255.189","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","211","Seanet Telecom Carazinho Eireli","31337","socks4","1546","1","2023-01-25T14:09:08.215Z","100","821","821"
"85.117.56.174","elite","AS20771","GE","Caucasus Online Ltd.","67","Caucasus","25777","socks5","1554","1","2023-01-25T14:09:08.240Z","97","882","906"
"178.128.113.181","elite","AS14061","SG","DigitalOcean, LLC","171","Digitalocean","57261","socks4","1474","7","2023-01-25T14:09:08.665Z","99","899","904"
"103.47.93.219","elite","AS134058","IN","Broban Internet Services Pvt.ltd","220","Broban  PVT Ltd.","1080","socks4","1578","1","2023-01-25T14:09:08.639Z","100","889","891"
"103.127.250.123","elite","AS138527","HK","ADC GROUP CO.","251","ADC GROUP CO., LIMITED","9999","socks5","1511","1","2023-01-25T14:09:08.241Z","100","909","910"
"192.119.203.124","elite","AS30036","US","Mediacom Communications","177","Communication Construction Services","48678","socks4","1558","1","2023-01-25T14:09:08.214Z","99","814","819"
"45.15.170.94","elite","AS35913","US","DediPath","138","DediPath","32768","socks4","1530","1","2023-01-25T14:09:08.664Z","96","787","821"
"45.229.172.157","elite","AS267162","BR","LINKNET Telecom","235","LINKNET Telecom","4145","socks4","1400","1","2023-01-25T14:09:08.667Z","100","906","910"
"202.159.19.213","elite","AS9340","ID","PT IndoInternet","171","N/A","443","socks4","1477","1","2023-01-25T14:09:08.217Z","100","847","848"
"139.255.194.114","elite","AS23700","ID","PT. First Media, Tbk","174","N/A","5678","socks4","1466","1","2023-01-25T14:09:08.217Z","99","831","836"
"110.78.149.161","elite","AS131090","TH","CAT-BB","182","N/A","5678","socks4","1541","1","2023-01-25T14:09:08.640Z","75","665","892"
"200.85.183.99","anonymous","AS28009","AR","Davitel S.A","355","Honorable Legislatura Neuquen","8080","http","1435","2390","2023-01-25T14:09:08.242Z","100","792","794"
"177.12.178.5","elite","AS263033","BR","Linxbr Telecomunicacoes Ltda","329","Linxbr Telecomunicacoes Ltda","4153","socks4","1473","1","2023-01-25T14:09:07.332Z","100","869","871"
"95.182.78.4","elite","AS50648","UA","PE UAinet","56","PE UAinet","5678","socks4","1524","1","2023-01-25T14:09:07.814Z","98","855","876"
"43.241.64.110","elite","AS134033","IN","Hireach Broadband Private LTD","129","Mithril Telecommunications Pvt. Ltd.","5678","socks4","1489","1","2023-01-25T14:09:07.816Z","97","881","904"
"112.193.121.104","elite","AS4837","CN","China Unicom CHINA169 Sichuan Province Network","284","N/A","24388","socks5","1424","1","2023-01-25T14:09:07.817Z","67","556","835"
"148.251.195.120","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner","30222","socks4","1526","1","2023-01-25T14:09:07.331Z","100","867","868"
"129.226.212.217","elite","AS132203","SG","Tencent Cloud Computing (Beijing) Co","243","Aceville Pte.ltd","443","socks5","1476","1","2023-01-25T14:09:07.843Z","47","420","889"
"43.134.237.27","elite","AS132203","SG","Aceville Pte.ltd","326","N/A","443","socks4","1413","1","2023-01-25T14:09:07.846Z","92","808","874"
"42.121.118.160","elite","AS37963","CN","Addresses CNNIC","209","Aliyun Computing Co., LTD","1080","socks5","1461","1","2023-01-25T14:09:07.333Z","98","845","866"
"103.121.62.133","elite","AS138146","BD","North Bengal Online","202","North Bengal Online","5678","socks4","1385","1","2023-01-25T14:09:07.276Z","99","856","865"
"177.136.212.31","elite","AS52685","BR","Conectnet Telecomunicações Ltda.","217","Conectnet Telecomunicações Ltda","4145","socks4","1477","1","2023-01-25T14:09:07.816Z","82","722","879"
"89.216.47.129","elite","AS31042","RS","Serbia Broadband","27","N/A","5678","socks4","1500","1","2023-01-25T14:09:07.815Z","100","909","909"
"217.66.223.33","elite","AS24631","IR","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","123","Fanaptelecom Network","5678","socks4","1503","1","2023-01-25T14:09:07.845Z","94","849","899"
"112.215.33.113","elite","AS17885","ID","XL-AXIATA Tbk GSM","178","N/A","3629","socks4","1408","1","2023-01-25T14:09:07.276Z","97","808","830"
"103.132.124.18","elite","AS138124","ID","Universitas Samudra","226","Universitas Samudra","5678","socks4","1492","1","2023-01-25T14:09:07.845Z","94","829","878"
"189.36.193.74","anonymous","AS28308","BR","Orion Telecomunicações Comercio e Serviços LTDA","165","Orion Telecomunicações Comercio e Serviços LTDA","3128","http","1396","1891","2023-01-25T14:09:07.847Z","99","781","789"
"38.127.172.115","elite","AS174","US","Cogent Communications","83","Torlandia Trading SRL","11537","socks4","1583","1","2023-01-25T14:09:07.378Z","100","850","851"
"185.204.197.25","elite","AS60631","IR","Pars Parva System LLC","88","Pars Parva System LLC","8080","socks4","1517","1","2023-01-25T14:09:07.842Z","97","773","798"
"1.2.187.124","elite","AS23969","TH","TOT Public Company Limited","151","TOT Public Company Limited","4145","socks4","1515","1","2023-01-25T14:09:06.441Z","57","499","874"
"1.2.221.134","elite","AS23969","TH","TOT Public Company Limited","150","TOT Public Company Limited","4145","socks4","1398","1","2023-01-25T14:09:06.848Z","75","674","896"
